_key;code;name;division;lat;lng;parent
AD;AD;Andorra;country;42.5075314;1.521815599999968;
AD-07;AD-07;Andorra la Vella;parish;42.5075314;1.521815599999968;AD
AD-02;AD-02;Canillo;parish;42.5660922;1.5967008999999734;AD
AD-03;AD-03;Encamp;parish;42.5363306;1.5831104999999752;AD
AD-08;AD-08;Escaldes-Engordany;parish;42.5088914;1.542137499999967;AD
AD-04;AD-04;La Massana;parish;42.5449448;1.5153695000000198;AD
AD-05;AD-05;Ordino;parish;42.5554593;1.533297800000014;AD
AD-06;AD-06;Sant Julià de Lòria;parish;42.4648686;1.4911495999999715;AD
AE;AE;United Arab Emirates;country;23.424076;53.84781799999996;
AE-AZ;AE-AZ;Abū Ȥaby [Abu Dhabi];emirate;24.4666667;54.366666699999996;AE
AE-AJ;AE-AJ;'Ajmān;emirate;25.3995;55.479600000000005;AE
AE-FU;AE-FU;Al Fujayrah;emirate;32.3182314;-86.90229799999997;AE
AE-SH;AE-SH;Ash Shāriqah;emirate;25.286123;55.37027899999998;AE
AE-DU;AE-DU;Dubayy;emirate;25.2644444;55.31166669999993;AE
AE-RK;AE-RK;Ra’s al Khaymah;emirate;;;AE
AE-UQ;AE-UQ;Umm al Qaywayn;emirate;25.584379;55.56436899999994;AE
AF;AF;Afghanistan;country;33.93911;67.70995300000004;
AF-BDS;AF-BDS;Badakhshān;province;;;AF
AF-BDG;AF-BDG;Bādghīs;province;;;AF
AF-BGL;AF-BGL;Baghlān;province;;;AF
AF-BAL;AF-BAL;Balkh;province;36.7597;66.88969999999995;AF
AF-BAM;AF-BAM;Bāmīān;province;;;AF
AF-DAY;AF-DAY;Dāykondī;province;;;AF
AF-FRA;AF-FRA;Farāh;province;;;AF
AF-FYB;AF-FYB;Fāryāb;province;;;AF
AF-GHA;AF-GHA;Ghaznī;province;;;AF
AF-GHO;AF-GHO;Ghowr;province;;;AF
AF-HEL;AF-HEL;Helmand;province;;;AF
AF-HER;AF-HER;Herāt;province;34.3739;62.17920000000004;AF
AF-JOW;AF-JOW;Jowzjān;province;;;AF
AF-KAB;AF-KAB;Kābul [Kābol];province;34.7230556;69.6238889;AF
AF-KAN;AF-KAN;Kandahār;province;31.6031;65.76150000000007;AF
AF-KAP;AF-KAP;Kāpīsā;province;;;AF
AF-KHO;AF-KHO;Khowst;province;33.33445;69.92015100000003;AF
AF-KNR;AF-KNR;Konar [Kunar];province;34.634171;70.858971;AF
AF-KDZ;AF-KDZ;Kondoz [Kunduz];province;36.8599307;68.71549749999997;AF
AF-LAG;AF-LAG;Laghmān;province;;;AF
AF-LOW;AF-LOW;Lowgar;province;;;AF
AF-NAN;AF-NAN;Nangrahār [Nangarhār];province;;;AF
AF-NIM;AF-NIM;Nīmrūz;province;;;AF
AF-NUR;AF-NUR;Nūrestān;province;;;AF
AF-ORU;AF-ORU;Orūzgān [Urūzgān];province;;;AF
AF-PAN;AF-PAN;Panjshīr;province;;;AF
AF-PIA;AF-PIA;Paktīā;province;40.6629554;-89.69234719999997;AF
AF-PKA;AF-PKA;Paktīkā;province;;;AF
AF-PAR;AF-PAR;Parwān;province;;;AF
AF-SAM;AF-SAM;Samangān;province;35.961372;67.26587700000005;AF
AF-SAR;AF-SAR;Sar-e Pol;province;36.2256;65.92730000000006;AF
AF-TAK;AF-TAK;Takhār;province;;;AF
AF-WAR;AF-WAR;Wardak [Wardag];province;;;AF
AF-ZAB;AF-ZAB;Zābol [Zābul];province;;;AF
AG;AG;Antigua and Barbuda;country;17.060816;-61.79642799999999;
AG-03;AG-03;Saint George;parish;17.1265542;-61.847537699999975;AG
AG-04;AG-04;Saint John;parish;17.117528;-61.845556999999985;AG
AG-05;AG-05;Saint Mary;parish;17.1208691;-61.8420893;AG
AG-06;AG-06;Saint Paul;parish;30.2705828;-91.1018752;AG
AG-07;AG-07;Saint Peter;parish;47.63356;-56.23132900000002;AG
AG-08;AG-08;Saint Philip;parish;;;AG
AG-10;AG-10;Barbuda;dependency;17.626798;-61.77072880000003;AG
AG-11;AG-11;Redonda;dependency;16.938416;-62.34551479999999;AG
AL;AL;Albania;country;41.153332;20.168330999999966;
AL-01;AL-01;Berat;county;40.7;19.950000000000045;AL
AL-09;AL-09;Dibër;county;;;AL
AL-02;AL-02;Durrës;county;41.3166667;19.450000000000045;AL
AL-03;AL-03;Elbasan;county;41.11684;20.09262100000001;AL
AL-04;AL-04;Fier;county;40.730019;19.573259000000007;AL
AL-05;AL-05;Gjirokastër;county;40.078751;20.14862100000005;AL
AL-06;AL-06;Korçë;county;40.618307;20.79006000000004;AL
AL-07;AL-07;Kukës;county;42.084391;20.420250500000066;AL
AL-08;AL-08;Lezhë;county;41.787731;19.654070000000047;AL
AL-10;AL-10;Shkodër;county;42.074299;19.52765999999997;AL
AL-11;AL-11;Tiranë;county;41.33;19.819999999999936;AL
AL-12;AL-12;Vlorë;county;40.471882;19.490219000000025;AL
AL-BR;AL-BR;Berat;district;42.8720128;-0.5582494999999881;AL-01
AL-BU;AL-BU;Bulqizë;district;;;AL-09
AL-DL;AL-DL;Delvinë;district;39.95;20.100000000000023;AL-12
AL-DV;AL-DV;Devoll;district;;;AL-06
AL-DI;AL-DI;Dibër;district;;;AL-09
AL-DR;AL-DR;Durrës;district;41.807445;19.943543699999964;AL-02
AL-EL;AL-EL;Elbasan;district;;;AL-03
AL-FR;AL-FR;Fier;district;;;AL-04
AL-GR;AL-GR;Gramsh;district;40.8646209;20.187131200000067;AL-03
AL-GJ;AL-GJ;Gjirokastër;district;;;AL-05
AL-HA;AL-HA;Has;district;;;AL-07
AL-KA;AL-KA;Kavajë;district;;;AL-11
AL-ER;AL-ER;Kolonjë;district;;;AL-06
AL-KO;AL-KO;Korçë;district;;;AL-06
AL-KR;AL-KR;Krujë;district;;;AL-02
AL-KC;AL-KC;Kuçovë;district;;;AL-01
AL-KU;AL-KU;Kukës;district;;;AL-07
AL-KB;AL-KB;Kurbin;district;;;AL-08
AL-LE;AL-LE;Lezhë;district;;;AL-08
AL-LB;AL-LB;Librazhd;district;;;AL-03
AL-LU;AL-LU;Lushnjë;district;;;AL-04
AL-MM;AL-MM;Malësi e Madhe;district;;;AL-10
AL-MK;AL-MK;Mallakastër;district;;;AL-04
AL-MT;AL-MT;Mat;district;;;AL-09
AL-MR;AL-MR;Mirditë;district;;;AL-08
AL-PQ;AL-PQ;Peqin;district;;;AL-03
AL-PR;AL-PR;Përmet;district;;;AL-05
AL-PG;AL-PG;Pogradec;district;;;AL-06
AL-PU;AL-PU;Pukë;district;;;AL-10
AL-SR;AL-SR;Sarandë;district;;;AL-12
AL-SK;AL-SK;Skrapar;district;;;AL-01
AL-SH;AL-SH;Shkodër;district;42.0536145;19.498008099999993;AL-10
AL-TE;AL-TE;Tepelenë;district;;;AL-05
AL-TR;AL-TR;Tiranë;district;41.3147867;19.79789299999993;AL-11
AL-TP;AL-TP;Tropojë;district;;;AL-07
AL-VL;AL-VL;Vlorë;district;;;AL-12
AM;AM;Armenia;country;40.069099;45.03818899999999;
AM-ER;AM-ER;Erevan;province;40.183333;44.516666999999984;AM
AM-AG;AM-AG;Aragacotn;province;;;AM
AM-AR;AM-AR;Ararat;province;39.8302778;44.702499999999986;AM
AM-AV;AM-AV;Armavir;province;40.1545858;44.030070199999955;AM
AM-GR;AM-GR;Gegarkunik';province;40.2500421;45.14633140000001;AM
AM-KT;AM-KT;Kotayk';province;40.275;44.66055559999995;AM
AM-LO;AM-LO;Lory;province;;;AM
AM-SH;AM-SH;Sirak;province;42.0514912;-80.26937040000001;AM
AM-SU;AM-SU;Syunik';province;39.5888889;46.2366667;AM
AM-TV;AM-TV;Tavus;province;;;AM
AM-VD;AM-VD;Vayoc Jor;province;;;AM
AO;AO;Angola;country;-11.202692;17.873886999999968;
AO-BGO;AO-BGO;Bengo;province;;;AO
AO-BGU;AO-BGU;Benguela;province;-12.57655;13.405549999999948;AO
AO-BIE;AO-BIE;Bié;province;-12.5727907;17.66888700000004;AO
AO-CAB;AO-CAB;Cabinda;province;-5.556549;12.189840000000004;AO
AO-CCU;AO-CCU;Cuando-Cubango;province;;;AO
AO-CNO;AO-CNO;Cuanza Norte;province;;;AO
AO-CUS;AO-CUS;Cuanza Sul;province;;;AO
AO-CNN;AO-CNN;Cunene;province;;;AO
AO-HUA;AO-HUA;Huambo;province;-12.7666667;15.733333300000027;AO
AO-HUI;AO-HUI;Huíla;province;;;AO
AO-LUA;AO-LUA;Luanda;province;-8.8383333;13.23444440000003;AO
AO-LNO;AO-LNO;Lunda Norte;province;-8.3525022;19.188004699999965;AO
AO-LSU;AO-LSU;Lunda Sul;province;;;AO
AO-MAL;AO-MAL;Malange;province;-9.541654;16.341048999999998;AO
AO-MOX;AO-MOX;Moxico;province;14.8961739;-92.24734769999998;AO
AO-NAM;AO-NAM;Namibe;province;-15.18574;12.157069999999976;AO
AO-UIG;AO-UIG;Uíge;province;-7.6102105;15.061586499999976;AO
AO-ZAI;AO-ZAI;Zaire;province;;;AO
AR;AR;Argentina;country;-38.416097;-63.616671999999994;
AR-C;AR-C;Ciudad Autónoma de Buenos Aires;city;-34.6084175;-58.37316129999999;AR
AR-B;AR-B;Buenos Aires;province;-34.6084175;-58.37316129999999;AR
AR-K;AR-K;Catamarca;province;-28.4689906;-65.77897159999998;AR
AR-X;AR-X;Cordoba;province;-31.3989296;-64.18212890000001;AR
AR-W;AR-W;Corrientes;province;-27.4712257;-58.839584400000035;AR
AR-H;AR-H;Chaco;province;-26.5857656;-60.9540073;AR
AR-U;AR-U;Chubut;province;-43.6846192;-69.27455370000001;AR
AR-E;AR-E;Entre Rios;province;-32.5175643;-59.10417580000001;AR
AR-P;AR-P;Formosa;province;-26.185201;-58.17536970000003;AR
AR-Y;AR-Y;Jujuy;province;-24.1857864;-65.29947670000001;AR
AR-L;AR-L;La Pampa;province;-37.8956594;-65.09577919999998;AR
AR-M;AR-M;Mendoza;province;-32.890183;-68.8440498;AR
AR-N;AR-N;Misiones;province;-26.9377146;-54.43421380000001;AR
AR-Q;AR-Q;Neuquen;province;-38.9492798;-68.06581119999998;AR
AR-R;AR-R;Rio Negro;province;-40.7344343;-66.61764549999998;AR
AR-A;AR-A;Salta;province;-24.7829323;-65.41215520000003;AR
AR-J;AR-J;San Juan;province;-31.5272732;-68.52140810000003;AR
AR-D;AR-D;San Luis;province;-33.2995605;-66.34918210000001;AR
AR-Z;AR-Z;Santa Cruz;province;-50.078468;-68.508873;AR
AR-S;AR-S;Santa Fe;province;-31.6323891;-60.69945910000001;AR
AR-G;AR-G;Santiago del Estero;province;-27.78442;-64.26728059999999;AR
AR-V;AR-V;Tierra del Fuego;province;-54.6666667;-68.5;AR
AR-T;AR-T;Tucuman;province;-26.8082848;-65.21759029999998;AR
AT;AT;Austria;country;47.516231;14.550072;
AT-1;AT-1;Burgenland;state;47.905737;17.18447219999996;AT
AT-2;AT-2;Kärnten;state;46.62794;14.308989999999994;AT
AT-3;AT-3;Niederösterreich;state;48.189578;16.39998879999996;AT
AT-4;AT-4;Oberösterreich;state;48.307958;14.300149000000033;AT
AT-5;AT-5;Salzburg;state;47.80949;13.055010000000038;AT
AT-6;AT-6;Steiermark;state;46.6886937;15.080303500000014;AT
AT-7;AT-7;Tirol;state;47.7029582;15.536009400000012;AT
AT-8;AT-8;Vorarlberg;state;47.3953844;9.730524400000036;AT
AT-9;AT-9;Wien;state;48.2081743;16.37381890000006;AT
AU;AU;Australia;country;-25.274398;133.77513599999997;
AU-NSW;AU-NSW;New South Wales;state;-31.2532183;146.92109900000003;AU
AU-QLD;AU-QLD;Queensland;state;-20.9175738;142.70279559999994;AU
AU-SA;AU-SA;South Australia;state;-30.0002315;136.2091547;AU
AU-TAS;AU-TAS;Tasmania;state;-41.3650419;146.6284905;AU
AU-VIC;AU-VIC;Victoria;state;-37.4713077;144.7851531;AU
AU-WA;AU-WA;Western Australia;state;-27.6728168;121.62830980000001;AU
AU-ACT;AU-ACT;Australian Capital Territory;territory;-35.4734679;149.01236789999996;AU
AU-NT;AU-NT;Northern Territory;territory;-19.4914108;132.55096030000004;AU
AZ;AZ;Azerbaijan;country;40.143105;47.57692700000007;
AZ NX;AZ NX;Naxçıvan;autonomous republic;39.2088889;45.412222199999974;AZ
AZ-AB;AZ-AB;Əli Bayramlı;city;39.9319444;48.92027780000001;AZ
AZ-BA;AZ-BA;Bakı;city;40.3952778;49.8822222;AZ
AZ-GA;AZ-GA;Gəncə;city;40.6827778;46.3605556;AZ
AZ-LA;AZ-LA;Lənkəran;city;38.7536111;48.851111100000026;AZ
AZ-MI;AZ-MI;Mingəçevir;city;40.9317152;46.78328710000005;AZ
AZ-NA;AZ-NA;Naftalan;city;40.5068501;46.81935049999993;AZ
AZ-SA;AZ-SA;Şəki;city;41.2;47.16666669999995;AZ
AZ-SM;AZ-SM;Sumqayıt;city;40.5722351;49.67565360000003;AZ
AZ-SS;AZ-SS;Şuşa;city;39.7537438;46.746475499999974;AZ
AZ-XA;AZ-XA;Xankəndi;city;;;AZ
AZ-YE;AZ-YE;Yevlax;city;40.6172222;47.14999999999998;AZ
AZ-ABS;AZ-ABS;Abşeron;rayon;;;AZ
AZ-AGC;AZ-AGC;Ağcabədi;rayon;40.0527778;47.461388899999974;AZ
AZ-AGM;AZ-AGM;Ağdam;rayon;39.9930556;46.930555599999934;AZ
AZ-AGS;AZ-AGS;Ağdaş;rayon;33.3740873;-81.97357210000001;AZ
AZ-AGA;AZ-AGA;Ağstafa;rayon;41.1188889;45.45388890000004;AZ
AZ-AGU;AZ-AGU;Ağsu;rayon;;;AZ
AZ-AST;AZ-AST;Astara;rayon;38.42577;48.85931000000005;AZ
AZ-BAB;AZ-BAB;Babək;rayon;;;AZ NX
AZ-BAL;AZ-BAL;Balakən;rayon;41.7258333;46.40833329999998;AZ
AZ-BAR;AZ-BAR;Bərdə;rayon;40.3744444;47.12666669999999;AZ
AZ-BEY;AZ-BEY;Beyləqan;rayon;39.7755556;47.61861109999995;AZ
AZ-BIL;AZ-BIL;Biləsuvar;rayon;39.4583333;48.54500000000007;AZ
AZ-CAB;AZ-CAB;Cəbrayıl;rayon;39.4;47.02611109999998;AZ
AZ-CAL;AZ-CAL;Cəlilabab;rayon;;;AZ
AZ-CUL;AZ-CUL;Culfa;rayon;;;AZ NX
AZ-DAS;AZ-DAS;Daşkəsən;rayon;40.4606171;46.07121929999994;AZ
AZ-DAV;AZ-DAV;Dəvəçi;rayon;41.2113889;48.98611110000002;AZ
AZ-FUZ;AZ-FUZ;Füzuli;rayon;39.6002778;47.143055600000025;AZ
AZ-GAD;AZ-GAD;Gədəbəy;rayon;40.5655556;45.816111099999944;AZ
AZ-GOR;AZ-GOR;Goranboy;rayon;40.6102778;46.78972220000003;AZ
AZ-GOY;AZ-GOY;Göyçay;rayon;40.6530556;47.74055559999999;AZ
AZ-HAC;AZ-HAC;Hacıqabul;rayon;;;AZ
AZ-IMI;AZ-IMI;İmişli;rayon;39.8697222;48.059999999999945;AZ
AZ-ISM;AZ-ISM;İsmayıllı;rayon;;;AZ
AZ-KAL;AZ-KAL;Kəlbəcər;rayon;40.1066667;46.03833329999998;AZ
AZ-KUR;AZ-KUR;Kürdəmir;rayon;40.3383333;48.160833300000036;AZ
AZ-LAC;AZ-LAC;Laçın;rayon;39.6333333;46.549999999999955;AZ
AZ-LAN;AZ-LAN;Lənkəran;rayon;38.7536111;48.851111100000026;AZ
AZ-LER;AZ-LER;Lerik;rayon;38.7752778;48.41527780000001;AZ
AZ-MAS;AZ-MAS;Masallı;rayon;39.0341667;48.66555560000006;AZ
AZ-NEF;AZ-NEF;Neftçala;rayon;39.3586111;49.24694439999996;AZ
AZ-OGU;AZ-OGU;Oğuz;rayon;41.0708333;47.45833330000005;AZ
AZ-ORD;AZ-ORD;Ordubad;rayon;41.6025;-98.93;AZ NX
AZ-QAB;AZ-QAB;Qəbələ;rayon;40.9813889;47.84583329999998;AZ
AZ-QAX;AZ-QAX;Qax;rayon;41.4225;46.9241667;AZ
AZ-QAZ;AZ-QAZ;Qazax;rayon;41.0933333;45.36611110000001;AZ
AZ-QOB;AZ-QOB;Qobustan;rayon;40.5366667;48.93277779999994;AZ
AZ-QBA;AZ-QBA;Quba;rayon;41.3597222;48.512500000000045;AZ
AZ-QBI;AZ-QBI;Qubadlı;rayon;39.3438889;46.57972219999999;AZ
AZ-QUS;AZ-QUS;Qusar;rayon;41.4263889;48.43555560000004;AZ
AZ-SAT;AZ-SAT;Saatlı;rayon;39.9311111;48.36972220000007;AZ
AZ-SAB;AZ-SAB;Sabirabad;rayon;40.0127778;48.478888900000015;AZ
AZ-SAD;AZ-SAD;Sədərək;rayon;;;AZ NX
AZ-SAH;AZ-SAH;Şahbuz;rayon;;;AZ NX
AZ-SAK;AZ-SAK;Şəki;rayon;41.2;47.16666669999995;AZ
AZ-SAL;AZ-SAL;Salyan;rayon;39.595;48.97916669999995;AZ
AZ-SMI;AZ-SMI;Şamaxı;rayon;40.6302778;48.64138890000004;AZ
AZ-SKR;AZ-SKR;Şəmkir;rayon;40.8297222;46.01888889999998;AZ
AZ-SMX;AZ-SMX;Samux;rayon;34.898889;-120.457222;AZ
AZ-SAR;AZ-SAR;Şərur;rayon;;;AZ NX
AZ-SIY;AZ-SIY;Siyəzən;rayon;41.0761111;49.113888900000006;AZ
AZ-SUS;AZ-SUS;Şuşa;rayon;39.7537438;46.746475499999974;AZ
AZ-TAR;AZ-TAR;Tərtər;rayon;40.345;46.92888889999995;AZ
AZ-TOV;AZ-TOV;Tovuz;rayon;40.9922222;45.62888889999999;AZ
AZ-UCA;AZ-UCA;Ucar;rayon;40.5183333;47.65416670000002;AZ
AZ-XAC;AZ-XAC;Xaçmaz;rayon;41.4708333;48.80972220000001;AZ
AZ-XAN;AZ-XAN;Xanlar;rayon;40.5683896;46.347553800000014;AZ
AZ-XIZ;AZ-XIZ;Xızı;rayon;40.9052661;49.08167260000005;AZ
AZ-XCI;AZ-XCI;Xocalı;rayon;39.9132553;46.79430500000001;AZ
AZ-XVD;AZ-XVD;Xocavənd;rayon;39.791344;47.10990620000007;AZ
AZ-YAR;AZ-YAR;Yardımlı;rayon;;;AZ
AZ-YEV;AZ-YEV;Yevlax;rayon;40.6172222;47.14999999999998;AZ
AZ-ZAN;AZ-ZAN;Zəngilan;rayon;39.0809671;46.66397200000006;AZ
AZ-ZAQ;AZ-ZAQ;Zaqatala;rayon;41.6336111;46.643333299999995;AZ
AZ-ZAR;AZ-ZAR;Zərdab;rayon;40.2183333;47.70833330000005;AZ
BA;BA;Bosnia-Herzegovina;country;43.915886;17.67907600000001;
BA-BIH;BA-BIH;Federacija Bosne i Hercegovine;entity;;;BA
BA-SRP;BA-SRP;Republika Srpska;entity;;;BA
BA-05;BA-05;Bosansko-podrinjski kanton;canton;;;BA-BIH
BA-07;BA-07;Hercegovačko-neretvanski kanton;canton;;;BA-BIH
BA-10;BA-10;Kanton br. 10 (Livanjski kanton);canton;23.129163;113.26443500000005;BA-BIH
BA-09;BA-09;Kanton Sarajevo;canton;43.824444;18.331388999999945;BA-BIH
BA-02;BA-02;Posavski kanton;canton;;;BA-BIH
BA-06;BA-06;Srednjobosanski kanton;canton;;;BA-BIH
BA-03;BA-03;Tuzlanski kanton;canton;44.458721;18.724666999999954;BA-BIH
BA-01;BA-01;Unsko-sanski kanton;canton;;;BA-BIH
BA-08;BA-08;Zapadnohercegovački kanton;canton;;;BA-BIH
BA-04;BA-04;Zeničko-dobojski kanton;canton;;;BA-BIH
BA-BRC;BA-BRC;Brčko distrikt;district;44.87;18.809999999999945;BA
BB;BB;Barbados;country;13.193887;-59.54319799999996;
BB-01;BB-01;Christ Church;parish;13.0653071;-59.53826090000001;BB
BB-02;BB-02;Saint Andrew;parish;53.540012;-6.444357999999966;BB
BB-03;BB-03;Saint George;parish;13.130602;-59.5639175;BB
BB-04;BB-04;Saint James;parish;13.1461643;-59.637168599999995;BB
BB-05;BB-05;Saint John;parish;13.1848385;-59.498380399999974;BB
BB-06;BB-06;Saint Joseph;parish;13.2014732;-59.539123200000006;BB
BB-07;BB-07;Saint Lucy;parish;13.2923044;-59.62329629999999;BB
BB-08;BB-08;Saint Michael;parish;13.0975883;-59.61217579999999;BB
BB-09;BB-09;Saint Peter;parish;13.2510364;-59.6437669;BB
BB-10;BB-10;Saint Philip;parish;13.1170007;-59.47554450000001;BB
BB-11;BB-11;Saint Thomas;parish;13.185877;-59.612885000000006;BB
BD;BD;Bangladesh;country;23.684994;90.35633099999995;
BD 1;BD 1;Barisal bibhag;division;;;BD
BD 2;BD 2;Chittagong bibhag;division;24.0420304;91.21404830000006;BD
BD 3;BD 3;Dhaka bibhag;division;23.7841136;90.39703710000003;BD
BD 4;BD 4;Khulna bibhag;division;22.801243;89.55542430000003;BD
BD 5;BD 5;Rajshahi bibhag;division;24.233112;89.57573890000003;BD
BD 6;BD 6;Sylhet bibhag;division;;;BD
BD-05;BD-05;Bagerhat zila;district;22.8132032;89.57381310000005;BD 4
BD-01;BD-01;Bandarban zila;district;22.1641864;92.18090419999999;BD 2
BD-02;BD-02;Barguna zila;district;;;BD 1
BD-06;BD-06;Barisal zila;district;22.7;90.3666667;BD 1
BD-07;BD-07;Bhola zila;district;;;BD 1
BD-03;BD-03;Bogra zila;district;24.8474902;89.37376859999995;BD 5
BD-04;BD-04;Brahmanbaria zila;district;23.9736903;91.11178100000006;BD 2
BD-09;BD-09;Chandpur zila;district;23.2284342;90.66133820000005;BD 2
BD-10;BD-10;Chittagong zila;district;22.3666667;91.79999999999995;BD 2
BD-12;BD-12;Chuadanga zila;district;;;BD 4
BD-08;BD-08;Comilla zila;district;23.4620407;91.18107320000001;BD 2
BD-11;BD-11;Cox's Bazar zila;district;22.3882152;91.86173819999999;BD 2
BD-13;BD-13;Dhaka zila;district;23.5480507;90.53397619999998;BD 3
BD-14;BD-14;Dinajpur zila;district;25.624732;88.63678099999993;BD 5
BD-15;BD-15;Faridpur zila;district;23.6089365;89.84410460000004;BD 3
BD-16;BD-16;Feni zila;district;;;BD 2
BD-19;BD-19;Gaibandha zila;district;;;BD 5
BD-18;BD-18;Gazipur zila;district;23.6077076;90.79751729999998;BD 3
BD-17;BD-17;Gopalganj zila;district;;;BD 3
BD-20;BD-20;Habiganj zila;district;;;BD 6
BD-24;BD-24;Jaipurhat zila;district;;;BD 5
BD-21;BD-21;Jamalpur zila;district;24.9377671;89.93422800000008;BD 3
BD-22;BD-22;Jessore zila;district;;;BD 4
BD-25;BD-25;Jhalakati zila;district;;;BD 1
BD-23;BD-23;Jhenaidah zila;district;;;BD 4
BD-29;BD-29;Khagrachari zila;district;;;BD 2
BD-27;BD-27;Khulna zila;district;22.8132032;89.57381310000005;BD 4
BD-26;BD-26;Kishorganj zila;district;;;BD 3
BD-28;BD-28;Kurigram zila;district;;;BD 5
BD-30;BD-30;Kushtia zila;district;23.9053286;89.1209811;BD 4
BD-31;BD-31;Lakshmipur zila;district;;;BD 2
BD-32;BD-32;Lalmonirhat zila;district;;;BD 5
BD-36;BD-36;Madaripur zila;district;;;BD 3
BD-37;BD-37;Magura zila;district;;;BD 4
BD-33;BD-33;Manikganj zila;district;;;BD 3
BD-39;BD-39;Meherpur zila;district;;;BD 4
BD-38;BD-38;Moulvibazar zila;district;24.4896774;91.77329420000001;BD 6
BD-35;BD-35;Munshiganj zila;district;23.5480507;90.53397619999998;BD 3
BD-34;BD-34;Mymensingh zila;district;;;BD 3
BD-48;BD-48;Naogaon zila;district;24.8139341;88.94053550000001;BD 5
BD-43;BD-43;Narail zila;district;;;BD 4
BD-40;BD-40;Narayanganj zila;district;23.5480507;90.53397619999998;BD 3
BD-42;BD-42;Narsingdi zila;district;;;BD 3
BD-44;BD-44;Natore zila;district;;;BD 5
BD-45;BD-45;Nawabganj zila;district;;;BD 5
BD-41;BD-41;Netrakona zila;district;24.8834972;90.73124529999996;BD 3
BD-46;BD-46;Nilphamari zila;district;;;BD 5
BD-47;BD-47;Noakhali zila;district;;;BD 2
BD-49;BD-49;Pabna zila;district;24.0023519;89.23331740000003;BD 5
BD-52;BD-52;Panchagarh zila;district;;;BD 5
BD-51;BD-51;Patuakhali zila;district;22.3626713;90.33049940000001;BD 1
BD-50;BD-50;Pirojpur zila;district;;;BD 1
BD-53;BD-53;Rajbari zila;district;23.759798;89.64688999999998;BD 3
BD-54;BD-54;Rajshahi zila;district;24.0023519;89.23331740000003;BD 5
BD-56;BD-56;Rangamati zila;district;22.6573498;92.17327079999995;BD 2
BD-55;BD-55;Rangpur zila;district;25.757247;89.24278559999993;BD 5
BD-58;BD-58;Satkhira zila;district;;;BD 4
BD-62;BD-62;Shariatpur zila;district;;;BD 3
BD-57;BD-57;Sherpur zila;district;24.8398378;89.37407970000004;BD 3
BD-59;BD-59;Sirajganj zila;district;;;BD 5
BD-61;BD-61;Sunamganj zila;district;;;BD 6
BD-60;BD-60;Sylhet zila;district;24.889867;91.86338840000008;BD 6
BD-63;BD-63;Tangail zila;district;;;BD 3
BD-64;BD-64;Thakurgaon zila;district;;;BD 5
BE;BE;Belgium;country;50.503887;4.4699359999999615;
BE-VAN;BE-VAN;Antwerpen;province;51.21992;4.396250000000009;BE
BE-WBR;BE-WBR;Brabant Wallon;province;50.6769713;4.625562899999977;BE
BE-BRU;BE-BRU;Brussels-Capital Region;province;50.8503396;4.351710300000036;BE
BE-WHT;BE-WHT;Hainaut;province;50.4804432;4.358186599999954;BE
BE-WLG;BE-WLG;Liege;province;50.63333;5.566659999999956;BE
BE-VLI;BE-VLI;Limburg;province;50.9738973;5.341967699999941;BE
BE-WLX;BE-WLX;Luxembourg;province;50.0546886;5.467698299999938;BE
BE-WNA;BE-WNA;Namur;province;50.465328;4.867664999999988;BE
BE-VOV;BE-VOV;Oost-Vlaanderen;province;51.02337;3.621849999999995;BE
BE-VBR;BE-VBR;Vlaams-Brabant;province;50.8770154;4.717335000000048;BE
BE-VWV;BE-VWV;West-Vlaanderen;province;51.30054;3.15300000000002;BE
BF;BF;Burkina-Faso;country;12.238333;-1.5615930000000162;
BF-01;BF-01;Boucle du Mouhoun;region;12.4166;-3.41955269999994;BF
BF-02;BF-02;Cascades;region;51.343298;-0.039085000000000036;BF
BF-03;BF-03;Centre;region;12.3357606;-1.52656920000004;BF
BF-04;BF-04;Centre-Est;region;11.5247674;-0.14949879999994664;BF
BF-05;BF-05;Centre-Nord;region;12.3413659;-1.541592000000037;BF
BF-06;BF-06;Centre-Ouest;region;11.8798466;-2.3024460000000317;BF
BF-07;BF-07;Centre-Sud;region;12.3493455;-1.5249968000000536;BF
BF-08;BF-08;Est;region;24.1728534;56.63219619999995;BF
BF-09;BF-09;Hauts-Bassins;region;11.1709342;-4.309036600000013;BF
BF-10;BF-10;Nord;region;13.477062;-2.501841499999955;BF
BF-11;BF-11;Plateau-Central;region;12.2537648;-0.7532808999999361;BF
BF-12;BF-12;Sahel;region;12.3676456;-1.4695375000000013;BF
BF-13;BF-13;Sud-Ouest;region;10.4231493;-3.258362600000055;BF
BF-BAL;BF-BAL;Balé;province;11.6238575;-2.9175955000000613;BF-01
BF-BAM;BF-BAM;Bam;province;13.4061979;-1.5160212000000683;BF-05
BF-BAN;BF-BAN;Banwa;province;;;BF-01
BF-BAZ;BF-BAZ;Bazèga;province;;;BF-07
BF-BGR;BF-BGR;Bougouriba;province;10.8905436;-3.609051700000009;BF-13
BF-BLG;BF-BLG;Boulgou;province;;;BF-04
BF-BLK;BF-BLK;Boulkiemdé;province;;;BF-06
BF-COM;BF-COM;Comoé;province;9.6566909;-4.44747510000002;BF-02
BF-GAN;BF-GAN;Ganzourgou;province;;;BF-11
BF-GNA;BF-GNA;Gnagna;province;;;BF-08
